invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-25511500004,2020-02-28,4209,34821,6,1750,121.5,10.5,2.77
INV-25537000001,2020-02-28,3592,34821,6,1750,121.5,10.5,2.77
INV-25512500025,2020-02-28,5471,34821,6,1750,121.5,10.5,2.77
INV-25531400003,2020-02-28,4740,34821,6,1750,121.5,10.5,2.77
INV-25534900012,2020-02-28,3857,34821,6,1750,121.5,10.5,2.77
INV-25517500006,2020-02-28,3838,34821,6,1750,121.5,10.5,2.77
INV-25532900004,2020-02-28,4334,34821,6,1750,121.5,10.5,2.77
INV-25517000024,2020-02-28,5335,34821,6,1750,121.5,10.5,2.77
INV-25524900001,2020-02-28,3830,34821,6,1750,121.5,10.5,2.77
INV-25543000029,2020-02-28,2550,34821,6,1750,121.5,10.5,2.77
INV-25517700073,2020-02-28,3354,5635,6,750,171,4.5,1.18
INV-25527700004,2020-02-28,5236,87250,6,750,171,4.5,1.18
INV-25539300013,2020-02-28,5443,39866,12,750,171,9,2.37
INV-25512700022,2020-02-28,4023,39866,12,750,171,9,2.37
INV-25532000018,2020-02-28,5077,39866,12,750,171,9,2.37
INV-25540900025,2020-02-28,5466,38178,6,1750,171,10.5,2.77
INV-25524000030,2020-02-28,4246,38178,6,1750,171,10.5,2.77
INV-25543200016,2020-02-28,2551,38178,6,1750,171,10.5,2.77
INV-25519000016,2020-02-28,3790,38178,6,1750,171,10.5,2.77
INV-25510200003,2020-02-28,4392,38178,6,1750,171,10.5,2.77
INV-25529600009,2020-02-28,3461,38178,6,1750,171,10.5,2.77
INV-25520500006,2020-02-28,2507,38178,6,1750,171,10.5,2.77
INV-25514500015,2020-02-28,5229,38178,6,1750,171,10.5,2.77
INV-25541500021,2020-02-28,3651,38178,6,1750,171,10.5,2.77
INV-25516900010,2020-02-28,5108,38178,6,1750,171,10.5,2.77
INV-25522600007,2020-02-28,3712,38178,6,1750,171,10.5,2.77
INV-25513900007,2020-02-28,5145,38178,6,1750,171,10.5,2.77
INV-25510800003,2020-02-28,5782,38178,6,1750,171,10.5,2.77
INV-25523600059,2020-02-28,2607,38178,6,1750,171,10.5,2.77
INV-25519400003,2020-02-28,4056,38178,6,1750,171,10.5,2.77
INV-25524200053,2020-02-28,2518,38178,6,1750,171,10.5,2.77
INV-25543500001,2020-02-28,2523,38178,6,1750,171,10.5,2.77
INV-25521800007,2020-02-28,5789,38178,6,1750,171,10.5,2.77
INV-25527000083,2020-02-28,2569,38178,6,1750,171,10.5,2.77
INV-25527700023,2020-02-28,5236,38178,6,1750,171,10.5,2.77
INV-25530900024,2020-02-28,2641,38178,6,1750,171,10.5,2.77
INV-25522500017,2020-02-28,5252,38178,6,1750,171,10.5,2.77
INV-25543300015,2020-02-28,4027,38178,6,1750,171,10.5,2.77
INV-25543800016,2020-02-28,4011,38178,6,1750,171,10.5,2.77
INV-25534700013,2020-02-28,2178,38178,6,1750,171,10.5,2.77
INV-25527600029,2020-02-28,3886,38178,6,1750,171,10.5,2.77
INV-25532300003,2020-02-28,3465,38178,6,1750,171,10.5,2.77
INV-25510500002,2020-02-28,4448,38178,6,1750,171,10.5,2.77
INV-25545100011,2020-02-28,5425,38178,6,1750,171,10.5,2.77
INV-25512700035,2020-02-28,4023,38178,6,1750,171,10.5,2.77
INV-25509700021,2020-02-28,4378,38178,6,1750,171,10.5,2.77
INV-25521900006,2020-02-28,3910,38178,6,1750,171,10.5,2.77
INV-25521500001,2020-02-28,5517,38178,6,1750,171,10.5,2.77
INV-25541200014,2020-02-28,5623,38178,6,1750,171,10.5,2.77
INV-25529200010,2020-02-28,5268,38178,6,1750,171,10.5,2.77
INV-25527700013,2020-02-28,5236,43127,12,1000,171,12,3.17
INV-25535000028,2020-02-28,3721,43127,12,1000,171,12,3.17
INV-25537600107,2020-02-28,2644,43137,12,1000,171,12,3.17
INV-25528900004,2020-02-28,4443,43127,12,1000,171,12,3.17
INV-25532800002,2020-02-28,3944,43127,12,1000,171,12,3.17
INV-25543300016,2020-02-28,4027,43127,12,1000,171,12,3.17
INV-25537600097,2020-02-28,2644,43127,12,1000,171,12,3.17
INV-25542700006,2020-02-28,3826,43127,12,1000,171,12,3.17
INV-25545000023,2020-02-28,2566,43127,12,1000,171,12,3.17
INV-25530000046,2020-02-28,2591,43037,12,1000,171,12,3.17
INV-25512600025,2020-02-28,2505,43127,12,1000,171,12,3.17
INV-25527700014,2020-02-28,5236,43137,12,1000,171,12,3.17
INV-25531500031,2020-02-28,2613,43137,12,1000,171,12,3.17
INV-25532800010,2020-02-28,3944,15248,12,1750,171,21,5.54
INV-25531500012,2020-02-28,2613,15248,12,1750,171,21,5.54
INV-25518000011,2020-02-28,3731,15248,12,1750,171,21,5.54
INV-25530000011,2020-02-28,2591,15248,12,1750,171,21,5.54
INV-25535000041,2020-02-28,3721,86821,12,750,195,9,2.37
INV-25518000049,2020-02-28,3731,86821,12,750,195,9,2.37
INV-25537000063,2020-02-28,3592,24906,12,750,195,9,2.37
INV-25513000005,2020-02-28,4575,5346,12,750,243,9,2.37
INV-25531500016,2020-02-28,2613,27037,12,750,243,9,2.37
INV-25526300039,2020-02-28,3868,89836,12,750,243,9,2.37
INV-25525000011,2020-02-28,2553,27037,12,750,243,9,2.37
INV-25523600033,2020-02-28,2607,28866,12,750,243,9,2.37
INV-25535800014,2020-02-28,4818,28866,12,750,243,9,2.37
INV-25511500032,2020-02-28,4209,4866,12,750,243,9,2.37
INV-25511500009,2020-02-28,4209,14192,12,750,243,9,2.37
INV-25517800016,2020-02-28,3540,5346,12,750,243,9,2.37
INV-25531400008,2020-02-28,4740,88548,12,750,243,9,2.37
INV-25519300080,2020-02-28,2558,27037,12,750,243,9,2.37
INV-25535200009,2020-02-28,4183,4866,12,750,243,9,2.37
INV-25531100022,2020-02-28,5652,5346,12,750,243,9,2.37
INV-25543800006,2020-02-28,4011,14192,12,750,243,9,2.37
INV-25531400013,2020-02-28,4740,19026,12,750,243,9,2.37
INV-25541500019,2020-02-28,3651,88540,12,750,243,9,2.37
INV-25516600021,2020-02-28,2603,5346,12,750,243,9,2.37
INV-25518500002,2020-02-28,2587,28236,12,750,243,9,2.37
INV-25535000001,2020-02-28,3721,28236,12,750,243,9,2.37
INV-25519400006,2020-02-28,4056,5346,12,750,243,9,2.37
INV-25532400143,2020-02-28,2624,34821,12,1750,243,21,5.54
INV-25535200016,2020-02-28,4183,35416,36,750,243,27,7.13
INV-25516700115,2020-02-28,2603,69940,12,50,243,0.6,0.15
INV-25509100013,2020-02-28,4617,69940,12,50,243,0.6,0.15
INV-25539300027,2020-02-28,5443,69940,12,50,243,0.6,0.15
INV-25512600046,2020-02-28,2505,38178,12,1750,342,21,5.54
INV-25517500014,2020-02-28,3838,38178,12,1750,342,21,5.54
INV-25530400009,2020-02-28,4313,38178,12,1750,342,21,5.54
INV-25516400017,2020-02-28,4192,38178,12,1750,342,21,5.54
INV-25537000052,2020-02-28,3592,38178,12,1750,342,21,5.54
INV-25526300038,2020-02-28,3868,38178,12,1750,342,21,5.54
INV-25534800001,2020-02-28,4289,38178,12,1750,342,21,5.54
INV-25525500003,2020-02-28,4317,38178,12,1750,342,21,5.54
INV-25542100007,2020-02-28,4138,38178,12,1750,342,21,5.54
INV-25517700012,2020-02-28,3354,15248,24,1750,342,42,11.09
INV-25516700125,2020-02-28,2603,5329,2,750,390,1.5,0.39
INV-25531500028,2020-02-28,2613,43338,18,1750,486,31.5,8.32
INV-25537000015,2020-02-28,3592,43338,18,1750,486,31.5,8.32
INV-25516700084,2020-02-28,2603,38178,24,1750,684,42,11.09
INV-25537600029,2020-02-28,2644,11788,150,1750,2352,262.5,69.34
INV-25538500011,2020-02-28,4319,11788,300,1750,4704,525,138.69
INV-25536200088,2020-02-28,2602,11788,600,1750,9408,1050,277.38
INV-25534600016,2020-02-28,5017,19476,5,750,131.25,3.75,0.99
INV-25532400156,2020-02-28,2624,38581,90,1750,877.5,157.5,41.6
INV-25528600018,2020-02-28,4299,28867,3,1000,69.75,3,0.79
INV-25529600032,2020-02-28,3461,17958,3,1750,69.75,5.25,1.38
INV-25519300078,2020-02-28,2558,17958,6,1750,139.5,10.5,2.77
INV-25537200002,2020-02-28,3901,17958,6,1750,139.5,10.5,2.77
INV-25530000016,2020-02-28,2591,17958,6,1750,139.5,10.5,2.77
INV-25541500016,2020-02-28,3651,17958,6,1750,139.5,10.5,2.77
INV-25513800008,2020-02-28,5129,17958,6,1750,139.5,10.5,2.77
INV-25517000026,2020-02-28,5335,17958,6,1750,139.5,10.5,2.77
INV-25511300014,2020-02-28,4136,17958,6,1750,139.5,10.5,2.77
INV-25518000025,2020-02-28,3731,17958,6,1750,139.5,10.5,2.77
INV-25535000019,2020-02-28,3721,17958,6,1750,139.5,10.5,2.77
INV-25517800015,2020-02-28,3540,17958,6,1750,139.5,10.5,2.77
INV-25527600019,2020-02-28,3886,17958,6,1750,139.5,10.5,2.77
INV-25512600020,2020-02-28,2505,17958,6,1750,139.5,10.5,2.77
INV-25526400116,2020-02-28,2560,17958,6,1750,139.5,10.5,2.77
INV-25515900014,2020-02-28,2635,17958,6,1750,139.5,10.5,2.77
INV-25527100003,2020-02-28,2618,17958,6,1750,139.5,10.5,2.77
INV-25519000009,2020-02-28,3790,17958,6,1750,139.5,10.5,2.77
INV-25519500024,2020-02-28,3562,17958,6,1750,139.5,10.5,2.77
INV-25530000094,2020-02-28,2591,89646,6,750,279,4.5,1.18
INV-25537600064,2020-02-28,2644,64996,12,750,279,9,2.37
INV-25517700039,2020-02-28,3354,64996,12,750,279,9,2.37
INV-25535200043,2020-02-28,4183,28867,12,1000,279,12,3.17
INV-25510700006,2020-02-28,3691,17958,12,1750,279,21,5.54
INV-25514200002,2020-02-28,4092,1799,78,1750,2106,136.5,36.05
INV-25520900010,2020-02-28,5903,27409,1,375,8.25,0.37,0.09
INV-25539700023,2020-02-28,4273,19064,1,375,8.25,0.37,0.09
INV-25510200032,2020-02-28,4392,89194,1,375,8.25,0.37,0.09
INV-25525000054,2020-02-28,2553,19064,1,375,8.25,0.37,0.09
INV-25527000053,2020-02-28,2569,34690,1,750,9.75,0.75,0.19
INV-25519700003,2020-02-28,4794,41360,1,750,9.75,0.75,0.19
INV-25524400019,2020-02-28,2656,41704,1,750,9.75,0.75,0.19
INV-25544600095,2020-02-28,3818,73526,1,750,9.75,0.75,0.19
INV-25520900051,2020-02-28,5903,41604,1,750,9.75,0.75,0.19
INV-25519700002,2020-02-28,4794,41604,1,750,9.75,0.75,0.19
INV-25544600086,2020-02-28,3818,82606,1,750,9.75,0.75,0.19
INV-25518400009,2020-02-28,2521,41989,1,750,9.75,0.75,0.19
INV-25531300068,2020-02-28,3963,73780,1,750,9.75,0.75,0.19
INV-25521500012,2020-02-28,5517,41693,1,750,9.75,0.75,0.19
INV-25544600087,2020-02-28,3818,82636,1,750,9.75,0.75,0.19
INV-25530500011,2020-02-28,2445,82626,1,750,9.75,0.75,0.19
INV-25543000047,2020-02-28,2550,41704,1,750,9.75,0.75,0.19
INV-25543000048,2020-02-28,2550,41989,1,750,9.75,0.75,0.19
INV-25527700094,2020-02-28,5236,41698,1,750,9.75,0.75,0.19
INV-25526900054,2020-02-28,4180,41696,1,750,9.75,0.75,0.19
INV-25526900053,2020-02-28,4180,41688,1,750,9.75,0.75,0.19
INV-25531300066,2020-02-28,3963,73755,1,750,9.75,0.75,0.19
INV-25520900049,2020-02-28,5903,41704,1,750,9.75,0.75,0.19
INV-25530500012,2020-02-28,2445,82866,1,750,9.75,0.75,0.19
INV-25527700099,2020-02-28,5236,82786,1,750,9.75,0.75,0.19
INV-25527700100,2020-02-28,5236,82606,1,750,9.75,0.75,0.19
INV-25520900050,2020-02-28,5903,41360,1,750,9.75,0.75,0.19
INV-25527700101,2020-02-28,5236,57174,1,1750,9.75,1.75,0.46
INV-25539600038,2020-02-28,4596,22155,1,375,9.75,0.37,0.09
INV-25526900023,2020-02-28,4180,22155,1,375,9.75,0.37,0.09
INV-25539700035,2020-02-28,4273,22155,1,375,9.75,0.37,0.09
INV-25527000141,2020-02-28,2569,84166,1,750,11.25,0.75,0.19
INV-25520900030,2020-02-28,5903,39725,1,750,11.25,0.75,0.19
INV-25536800043,2020-02-28,5167,39918,1,750,11.25,0.75,0.19
INV-25517200016,2020-02-28,2840,37986,1,750,11.25,0.75,0.19
INV-25527000065,2020-02-28,2569,36618,1,750,11.25,0.75,0.19
INV-25515200018,2020-02-28,5245,39918,1,750,11.25,0.75,0.19
INV-25526900074,2020-02-28,4180,87936,1,750,11.25,0.75,0.19
INV-25539700019,2020-02-28,4273,84201,1,750,11.25,0.75,0.19
INV-25527700067,2020-02-28,5236,25606,1,750,11.25,0.75,0.19
INV-25519100029,2020-02-28,5163,40289,1,750,11.25,0.75,0.19
INV-25542300014,2020-02-28,5358,36969,1,750,11.25,0.75,0.19
INV-25542300006,2020-02-28,5358,25606,1,750,11.25,0.75,0.19
INV-25539700006,2020-02-28,4273,36969,1,750,11.25,0.75,0.19
INV-25520900034,2020-02-28,5903,40193,1,750,11.25,0.75,0.19
INV-25543000035,2020-02-28,2550,36618,1,750,11.25,0.75,0.19
INV-25521500016,2020-02-28,5517,25606,1,750,11.25,0.75,0.19
INV-25527400038,2020-02-28,5907,89386,1,750,11.25,0.75,0.19
INV-25510200013,2020-02-28,4392,40594,1,750,11.25,0.75,0.19
INV-25522400012,2020-02-28,4067,37986,1,750,11.25,0.75,0.19
INV-25530500029,2020-02-28,2445,41694,1,1000,11.25,1,0.26
INV-25525200020,2020-02-28,4291,41705,1,1000,11.25,1,0.26
INV-25543200048,2020-02-28,2551,41694,1,1000,11.25,1,0.26
INV-25535300002,2020-02-28,4183,33937,1,1000,11.25,1,0.26
INV-25527700071,2020-02-28,5236,45278,1,1750,11.25,1.75,0.46
INV-25515900066,2020-02-28,2635,45278,1,1750,11.25,1.75,0.46
INV-25539700040,2020-02-28,4273,45278,1,1750,11.25,1.75,0.46
INV-25514800011,2020-02-28,4622,43123,3,200,11.25,0.6,0.15
INV-25514800059,2020-02-28,4622,73052,1,375,11.25,0.37,0.09
INV-25520900009,2020-02-28,5903,86698,1,375,11.25,0.37,0.09
INV-25523200003,2020-02-28,5785,73058,1,375,11.25,0.37,0.09
INV-25529900008,2020-02-28,4267,87937,1,1000,11.75,1,0.26
INV-25529000031,2020-02-28,4346,89387,1,1000,11.75,1,0.26
INV-25532200017,2020-02-28,2459,89387,1,1000,11.75,1,0.26
INV-25517200015,2020-02-28,2840,40053,1,750,12.75,0.75,0.19
INV-25521500045,2020-02-28,5517,40331,1,750,12.75,0.75,0.19
INV-25521300029,2020-02-28,4897,21598,1,1750,12.75,1.75,0.46
INV-25529000014,2020-02-28,4346,37418,1,1750,12.75,1.75,0.46
INV-25543000014,2020-02-28,2550,21598,1,1750,12.75,1.75,0.46
INV-25521500034,2020-02-28,5517,37418,1,1750,12.75,1.75,0.46
INV-25534500010,2020-02-28,3679,21598,1,1750,12.75,1.75,0.46
INV-25529000033,2020-02-28,4346,43127,1,1000,14.25,1,0.26
INV-25525200001,2020-02-28,4291,43127,1,1000,14.25,1,0.26
INV-25519300010,2020-02-28,2558,43037,1,1000,14.25,1,0.26
INV-25527700064,2020-02-28,5236,43037,1,1000,14.25,1,0.26
INV-25520000023,2020-02-28,4258,23826,3,750,15.75,2.25,0.59
INV-25541000035,2020-02-28,4478,23826,3,750,15.75,2.25,0.59
INV-25527000030,2020-02-28,2569,24156,3,750,15.75,2.25,0.59
INV-25511900074,2020-02-28,2612,76486,3,750,15.75,2.25,0.59
INV-25543000023,2020-02-28,2550,28043,1,750,15.75,0.75,0.19
INV-25531000021,2020-02-28,3728,19066,1,750,15.75,0.75,0.19
INV-25517600023,2020-02-28,2678,65200,1,750,15.75,0.75,0.19
INV-25544600020,2020-02-28,3818,77776,1,750,15.75,0.75,0.19
INV-25540300044,2020-02-28,5600,77776,1,750,15.75,0.75,0.19
INV-25539700022,2020-02-28,4273,27783,1,750,15.75,0.75,0.19
INV-25527000147,2020-02-28,2569,88556,1,750,15.75,0.75,0.19
INV-25510500017,2020-02-28,4448,27544,1,750,15.75,0.75,0.19
INV-25529000010,2020-02-28,4346,19066,1,750,15.75,0.75,0.19
INV-25527400031,2020-02-28,5907,27682,1,750,15.75,0.75,0.19
INV-25513600028,2020-02-28,4140,27783,1,750,15.75,0.75,0.19
INV-25514000030,2020-02-28,4369,19066,1,750,15.75,0.75,0.19
INV-25535200050,2020-02-28,4183,27783,1,750,15.75,0.75,0.19
INV-25539700024,2020-02-28,4273,27544,1,750,15.75,0.75,0.19
INV-25521500038,2020-02-28,5517,20248,1,1750,15.75,1.75,0.46
INV-25529900017,2020-02-28,4267,10008,1,1750,15.75,1.75,0.46
INV-25527000024,2020-02-28,2569,20248,1,1750,15.75,1.75,0.46
INV-25513600021,2020-02-28,4140,25604,3,375,15.75,1.12,0.29
INV-25527000067,2020-02-28,2569,36968,3,375,15.75,1.12,0.29
INV-25515500036,2020-02-28,4377,40192,3,375,15.75,1.12,0.29
INV-25512200022,2020-02-28,5700,52594,3,375,15.75,1.12,0.29
INV-25517300022,2020-02-28,5888,25604,3,375,15.75,1.12,0.29
INV-25509700013,2020-02-28,4378,52594,3,375,15.75,1.12,0.29
INV-25520900033,2020-02-28,5903,40593,3,375,15.75,1.12,0.29
INV-25509600024,2020-02-28,4868,25604,3,375,15.75,1.12,0.29
INV-25513600022,2020-02-28,4140,52594,3,375,15.75,1.12,0.29
INV-25526900040,2020-02-28,4180,40192,3,375,15.75,1.12,0.29
INV-25508900021,2020-02-28,4696,40593,3,375,15.75,1.12,0.29
INV-25525700021,2020-02-28,4848,40593,3,375,15.75,1.12,0.29
INV-25509300013,2020-02-28,4384,40593,3,375,15.75,1.12,0.29
INV-25516700165,2020-02-28,2603,84617,2,1000,16.5,2,0.52
INV-25534900047,2020-02-28,3857,37417,2,1000,16.5,2,0.52
INV-25519300024,2020-02-28,2558,89199,2,375,16.5,0.75,0.19
INV-25515200010,2020-02-28,5245,19064,2,375,16.5,0.75,0.19
INV-25510500034,2020-02-28,4448,89194,2,375,16.5,0.75,0.19
INV-25527400037,2020-02-28,5907,87403,2,375,16.5,0.75,0.19
INV-25527400035,2020-02-28,5907,89194,2,375,16.5,0.75,0.19
INV-25509500010,2020-02-28,4411,89199,2,375,16.5,0.75,0.19
INV-25532400016,2020-02-28,2624,19064,2,375,16.5,0.75,0.19
INV-25537800050,2020-02-28,3514,69657,1,1000,16.5,1,0.26
INV-25527700089,2020-02-28,5236,69667,1,1000,16.5,1,0.26
INV-25544600083,2020-02-28,3818,68127,1,1000,16.5,1,0.26
INV-25512900019,2020-02-28,3831,20286,2,750,16.5,1.5,0.39
INV-25520900011,2020-02-28,5903,24458,1,1750,16.5,1.75,0.46
INV-25543000017,2020-02-28,2550,24458,1,1750,16.5,1.75,0.46
INV-25522600002,2020-02-28,3712,24458,1,1750,16.5,1.75,0.46
INV-25516700223,2020-02-28,2603,24453,6,200,16.5,1.2,0.31
INV-25520900040,2020-02-28,5903,36978,2,1750,19.5,3.5,0.92
INV-25545100051,2020-02-28,5425,30058,2,1750,19.5,3.5,0.92
INV-25543000054,2020-02-28,2550,57144,2,1750,19.5,3.5,0.92
INV-25521700028,2020-02-28,3403,57125,2,1750,19.5,3.5,0.92
INV-25534300014,2020-02-28,4991,57150,2,1750,19.5,3.5,0.92
INV-25541000029,2020-02-28,4478,57148,2,1750,19.5,3.5,0.92
INV-25527000107,2020-02-28,2569,57129,2,1750,19.5,3.5,0.92
INV-25522600013,2020-02-28,3712,35948,2,1750,19.5,3.5,0.92
INV-25521700007,2020-02-28,3403,57148,2,1750,19.5,3.5,0.92
INV-25528400018,2020-02-28,5437,57144,2,1750,19.5,3.5,0.92
INV-25525800033,2020-02-28,2228,65066,1,750,19.5,0.75,0.19
INV-25514800009,2020-02-28,4622,22155,2,375,19.5,0.75,0.19
INV-25526900085,2020-02-28,4180,69946,1,750,19.5,0.75,0.19
INV-25525800067,2020-02-28,2228,73063,1,750,19.5,0.75,0.19
INV-25514600005,2020-02-28,5050,73063,1,750,19.5,0.75,0.19
INV-25519700030,2020-02-28,4794,69946,1,750,19.5,0.75,0.19
INV-25528500002,2020-02-28,4252,73063,1,750,19.5,0.75,0.19
INV-25530000023,2020-02-28,2591,22155,2,375,19.5,0.75,0.19
INV-25534100023,2020-02-28,5373,73063,1,750,19.5,0.75,0.19
INV-25523100036,2020-02-28,5210,22155,2,375,19.5,0.75,0.19
INV-25544600041,2020-02-28,3818,87409,1,1000,19.5,1,0.26
INV-25522600039,2020-02-28,3712,87409,1,1000,19.5,1,0.26
INV-25511900046,2020-02-28,2612,42167,1,1000,19.5,1,0.26
INV-25543100017,2020-02-28,4260,89197,1,1000,19.5,1,0.26
INV-25539700025,2020-02-28,4273,52596,2,750,19.5,1.5,0.39
INV-25534500019,2020-02-28,3679,41693,2,750,19.5,1.5,0.39
INV-25512800043,2020-02-28,4107,82836,2,750,19.5,1.5,0.39
INV-25537800017,2020-02-28,3514,12856,2,750,19.5,1.5,0.39
INV-25512100019,2020-02-28,4320,82636,2,750,19.5,1.5,0.39
INV-25527000087,2020-02-28,2569,41360,2,750,19.5,1.5,0.39
INV-25527000090,2020-02-28,2569,41696,2,750,19.5,1.5,0.39
INV-25541200021,2020-02-28,5623,41693,2,750,19.5,1.5,0.39
INV-25545100074,2020-02-28,5425,82636,2,750,19.5,1.5,0.39
INV-25532400029,2020-02-28,2624,82866,2,750,19.5,1.5,0.39
INV-25528700011,2020-02-28,4439,52596,2,750,19.5,1.5,0.39
INV-25538600036,2020-02-28,3783,52595,2,750,19.5,1.5,0.39
INV-25527000011,2020-02-28,2569,12856,2,750,19.5,1.5,0.39
INV-25538600035,2020-02-28,3783,52596,2,750,19.5,1.5,0.39
INV-25534700017,2020-02-28,2178,34690,2,750,19.5,1.5,0.39
INV-25532900016,2020-02-28,4334,41989,2,750,19.5,1.5,0.39
INV-25521300023,2020-02-28,4897,52596,2,750,19.5,1.5,0.39
INV-25543000074,2020-02-28,2550,82846,2,750,19.5,1.5,0.39
INV-25527000088,2020-02-28,2569,41604,2,750,19.5,1.5,0.39
INV-25527700092,2020-02-28,5236,41693,2,750,19.5,1.5,0.39
INV-25534400008,2020-02-28,4972,37336,2,750,19.5,1.5,0.39
INV-25523100049,2020-02-28,5210,41989,2,750,19.5,1.5,0.39
INV-25531300017,2020-02-28,3963,52596,2,750,19.5,1.5,0.39
INV-25538900012,2020-02-28,3964,41704,2,750,19.5,1.5,0.39
INV-25522500036,2020-02-28,5252,41696,2,750,19.5,1.5,0.39
INV-25519700004,2020-02-28,4794,41696,2,750,19.5,1.5,0.39
INV-25515100030,2020-02-28,3678,41604,2,750,19.5,1.5,0.39
INV-25527000091,2020-02-28,2569,41704,2,750,19.5,1.5,0.39
INV-25516700167,2020-02-28,2603,73526,2,750,19.5,1.5,0.39
INV-25543800035,2020-02-28,4011,42079,2,1000,22.5,2,0.52
INV-25527700093,2020-02-28,5236,41694,2,1000,22.5,2,0.52
INV-25523300022,2020-02-28,2655,41705,2,1000,22.5,2,0.52
INV-25535200053,2020-02-28,4183,33937,2,1000,22.5,2,0.52
INV-25525000033,2020-02-28,2553,30236,3,750,22.5,2.25,0.59
INV-25543500036,2020-02-28,2523,78866,3,750,22.5,2.25,0.59
INV-25511900080,2020-02-28,2612,78866,3,750,22.5,2.25,0.59
INV-25511900029,2020-02-28,2612,30236,3,750,22.5,2.25,0.59
INV-25543400013,2020-02-28,4271,84456,3,750,22.5,2.25,0.59
INV-25536200047,2020-02-28,2602,38086,3,750,22.5,2.25,0.59
INV-25511900081,2020-02-28,2612,79336,3,750,22.5,2.25,0.59
INV-25511900030,2020-02-28,2612,30316,3,750,22.5,2.25,0.59
INV-25527000125,2020-02-28,2569,72816,3,750,22.5,2.25,0.59
INV-25519300013,2020-02-28,2558,82187,3,1000,22.5,3,0.79
INV-25540100038,2020-02-28,4169,25877,3,1000,22.5,3,0.79
INV-25537800051,2020-02-28,3514,82187,3,1000,22.5,3,0.79
INV-25543500034,2020-02-28,2523,82187,3,1000,22.5,3,0.79
INV-25536200033,2020-02-28,2602,25877,3,1000,22.5,3,0.79
INV-25544600071,2020-02-28,3818,45278,2,1750,22.5,3.5,0.92
INV-25534400012,2020-02-28,4972,45248,2,1750,22.5,3.5,0.92
INV-25534900048,2020-02-28,3857,45278,2,1750,22.5,3.5,0.92
INV-25535200033,2020-02-28,4183,17916,1,750,22.5,0.75,0.19
INV-25539700015,2020-02-28,4273,26824,2,375,22.5,0.75,0.19
INV-25534200010,2020-02-28,4908,26820,2,375,22.5,0.75,0.19
INV-25515500038,2020-02-28,4377,73052,2,375,22.5,0.75,0.19
INV-25517200009,2020-02-28,2840,15940,1,750,22.5,0.75,0.19
INV-25534700003,2020-02-28,2178,86669,2,375,22.5,0.75,0.19
INV-25534200004,2020-02-28,4908,17916,1,750,22.5,0.75,0.19
INV-25544200024,2020-02-28,4275,15940,1,750,22.5,0.75,0.19
INV-25527400028,2020-02-28,5907,86669,2,375,22.5,0.75,0.19
INV-25534700031,2020-02-28,2178,15940,1,750,22.5,0.75,0.19
INV-25519700010,2020-02-28,4794,17916,1,750,22.5,0.75,0.19
INV-25527400026,2020-02-28,5907,26820,2,375,22.5,0.75,0.19
INV-25515500022,2020-02-28,4377,26824,2,375,22.5,0.75,0.19
INV-25509100005,2020-02-28,4617,87402,5,200,22.5,1,0.26
INV-25514800025,2020-02-28,4622,89193,5,200,22.5,1,0.26
INV-25544600065,2020-02-28,3818,43644,2,750,22.5,1.5,0.39
INV-25527000076,2020-02-28,2569,37986,2,750,22.5,1.5,0.39
INV-25515500033,2020-02-28,4377,36969,2,750,22.5,1.5,0.39
INV-25514800035,2020-02-28,4622,36969,2,750,22.5,1.5,0.39
INV-25526900041,2020-02-28,4180,40193,2,750,22.5,1.5,0.39
INV-25515100035,2020-02-28,3678,84141,2,750,22.5,1.5,0.39
INV-25528100017,2020-02-28,5737,37986,2,750,22.5,1.5,0.39
INV-25531300015,2020-02-28,3963,40594,2,750,22.5,1.5,0.39
INV-25525200044,2020-02-28,4291,18196,2,750,22.5,1.5,0.39
INV-25541200031,2020-02-28,5623,84170,2,750,22.5,1.5,0.39
INV-25512100010,2020-02-28,4320,36969,2,750,22.5,1.5,0.39
INV-25529600027,2020-02-28,3461,39918,2,750,22.5,1.5,0.39
INV-25512600071,2020-02-28,2505,43205,2,750,22.5,1.5,0.39
INV-25515200007,2020-02-28,5245,25606,2,750,22.5,1.5,0.39
INV-25509100023,2020-02-28,4617,84141,2,750,22.5,1.5,0.39
INV-25520900039,2020-02-28,5903,40599,2,750,22.5,1.5,0.39
INV-25522500031,2020-02-28,5252,37986,2,750,22.5,1.5,0.39
INV-25529600028,2020-02-28,3461,40193,2,750,22.5,1.5,0.39
INV-25545100030,2020-02-28,5425,39918,2,750,22.5,1.5,0.39
INV-25529600026,2020-02-28,3461,36618,2,750,22.5,1.5,0.39
INV-25541200010,2020-02-28,5623,40599,2,750,22.5,1.5,0.39
INV-25514000033,2020-02-28,4369,36969,2,750,22.5,1.5,0.39
INV-25527400049,2020-02-28,5907,39918,2,750,22.5,1.5,0.39
INV-25534700007,2020-02-28,2178,25606,2,750,22.5,1.5,0.39
INV-25543000018,2020-02-28,2550,25606,2,750,22.5,1.5,0.39
INV-25527400033,2020-02-28,5907,25606,2,750,22.5,1.5,0.39
INV-25512900015,2020-02-28,3831,87936,2,750,22.5,1.5,0.39
INV-25520900013,2020-02-28,5903,25606,2,750,22.5,1.5,0.39
INV-25521700022,2020-02-28,3403,84170,2,750,22.5,1.5,0.39
