invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-24431200031,2020-01-08,2512,64868,12,1750,276,21,5.54
INV-24443700039,2020-01-08,3390,64868,12,1750,276,21,5.54
INV-24421200018,2020-01-08,4084,64866,24,750,324,18,4.75
INV-24423600004,2020-01-08,3625,64866,24,750,324,18,4.75
INV-24431000004,2020-01-08,3628,64866,24,750,324,18,4.75
INV-24429000006,2020-01-08,2852,64866,24,750,324,18,4.75
INV-24436000001,2020-01-08,3682,1799,12,1750,324,21,5.54
INV-24422400008,2020-01-08,3899,43338,12,1750,324,21,5.54
INV-24432000049,2020-01-08,3952,43338,12,1750,324,21,5.54
INV-24435600002,2020-01-08,3987,1799,12,1750,324,21,5.54
INV-24435000006,2020-01-08,3704,1799,12,1750,324,21,5.54
INV-24439100042,2020-01-08,2611,64870,240,100,324,24,6.34
INV-24430900042,2020-01-08,2605,64870,240,100,324,24,6.34
INV-24427800057,2020-01-08,5314,64870,240,100,324,24,6.34
INV-24421100096,2020-01-08,2502,10935,24,1750,324,42,11.09
INV-24432000050,2020-01-08,3952,65066,24,750,468,18,4.75
INV-24426800021,2020-01-08,4312,89197,24,1000,468,24,6.34
INV-24431700097,2020-01-08,2625,89197,24,1000,468,24,6.34
INV-24432000055,2020-01-08,3952,89197,24,1000,468,24,6.34
INV-24431200009,2020-01-08,2512,89197,24,1000,468,24,6.34
INV-24421500001,2020-01-08,2500,1799,24,1750,648,42,11.09
INV-24421100006,2020-01-08,2502,1799,24,1750,648,42,11.09
INV-24428600015,2020-01-08,5861,64870,480,100,648,48,12.68
INV-24444800003,2020-01-08,3622,64866,96,750,1296,72,19.02
INV-24421500003,2020-01-08,2500,4356,3,750,146.25,2.25,0.59
INV-24421200002,2020-01-08,4084,4356,12,750,585,9,2.37
INV-24435500017,2020-01-08,2585,34821,30,1750,585,52.5,13.86
INV-24421500062,2020-01-08,2500,34821,30,1750,585,52.5,13.86
INV-24422900001,2020-01-08,5146,34821,120,1750,2340,210,55.47
INV-24421700016,2020-01-08,2501,17086,68,750,1683,51,13.47
INV-24421100043,2020-01-08,2502,88294,3,375,65.25,1.12,0.29
INV-24436100004,2020-01-08,3045,10628,6,1750,130.5,10.5,2.77
INV-24433200009,2020-01-08,4073,10628,6,1750,130.5,10.5,2.77
INV-24431100002,2020-01-08,2529,10628,6,1750,130.5,10.5,2.77
INV-24431200104,2020-01-08,2512,10628,6,1750,130.5,10.5,2.77
INV-24422200008,2020-01-08,2620,10628,6,1750,130.5,10.5,2.77
INV-24438600003,2020-01-08,2543,10628,6,1750,130.5,10.5,2.77
INV-24445200039,2020-01-08,5880,10628,6,1750,130.5,10.5,2.77
INV-24427400054,2020-01-08,2629,10628,6,1750,130.5,10.5,2.77
INV-24430900037,2020-01-08,2605,10628,6,1750,130.5,10.5,2.77
INV-24423700012,2020-01-08,4727,10628,6,1750,130.5,10.5,2.77
INV-24421700125,2020-01-08,2501,65232,6,750,202.5,4.5,1.18
INV-24429700026,2020-01-08,3773,65232,6,750,202.5,4.5,1.18
INV-24444400005,2020-01-08,2522,65232,6,750,202.5,4.5,1.18
INV-24429800050,2020-01-08,3773,36531,6,750,202.5,4.5,1.18
INV-24431200039,2020-01-08,2512,36531,6,750,202.5,4.5,1.18
INV-24436400004,2020-01-08,5386,88294,12,375,261,4.5,1.18
INV-24442400009,2020-01-08,2653,88298,3,1750,261,5.25,1.38
INV-24420000013,2020-01-08,4829,88298,3,1750,261,5.25,1.38
INV-24422100004,2020-01-08,2620,37986,72,750,810,54,14.26
INV-24421500102,2020-01-08,2500,43338,30,1750,810,52.5,13.86
INV-24434500002,2020-01-08,2556,64866,60,750,810,45,11.88
INV-24440100045,2020-01-08,2642,1799,60,1750,1620,105,27.73
INV-24422900002,2020-01-08,5146,37338,150,1750,2473.5,262.5,69.34
INV-24421700059,2020-01-08,2501,36978,300,1750,3114,525,138.69
INV-24431300015,2020-01-08,2670,39866,3,750,42.75,2.25,0.59
INV-24422200127,2020-01-08,2620,88556,3,750,42.75,2.25,0.59
INV-24432400011,2020-01-08,4970,89786,3,750,42.75,2.25,0.59
INV-24434900016,2020-01-08,4592,43127,3,1000,42.75,3,0.79
INV-24429800094,2020-01-08,3773,43037,3,1000,42.75,3,0.79
INV-24432600022,2020-01-08,5840,43137,3,1000,42.75,3,0.79
INV-24437900010,2020-01-08,4993,15248,3,1750,42.75,5.25,1.38
INV-24432400007,2020-01-08,4970,89626,1,750,42.75,0.75,0.19
INV-24424500010,2020-01-08,4404,41693,5,750,48.75,3.75,0.99
INV-24432600020,2020-01-08,5840,82826,5,750,48.75,3.75,0.99
INV-24438000072,2020-01-08,2555,4356,1,750,48.75,0.75,0.19
INV-24434800011,2020-01-08,2700,4356,1,750,48.75,0.75,0.19
INV-24425000001,2020-01-08,2465,65536,1,750,48.75,0.75,0.19
INV-24443300002,2020-01-08,2565,4356,1,750,48.75,0.75,0.19
INV-24434500006,2020-01-08,2556,68022,3,750,60.75,2.25,0.59
INV-24443900001,2020-01-08,5068,68022,3,750,60.75,2.25,0.59
INV-24443900093,2020-01-08,5068,68011,3,750,60.75,2.25,0.59
INV-24428900030,2020-01-08,3443,68052,3,750,60.75,2.25,0.59
INV-24421500041,2020-01-08,2500,27037,3,750,60.75,2.25,0.59
INV-24442700035,2020-01-08,5316,68036,3,750,60.75,2.25,0.59
INV-24420100026,2020-01-08,5669,5346,3,750,60.75,2.25,0.59
INV-24424500016,2020-01-08,4404,86886,5,750,77.5,3.75,0.99
INV-24420300003,2020-01-08,5566,38178,3,1750,85.5,5.25,1.38
INV-24436200004,2020-01-08,5626,43137,6,1000,85.5,6,1.58
INV-24444200007,2020-01-08,5293,43137,6,1000,85.5,6,1.58
INV-24442000017,2020-01-08,4315,15248,6,1750,85.5,10.5,2.77
INV-24427900013,2020-01-08,3629,15248,6,1750,85.5,10.5,2.77
INV-24421100031,2020-01-08,2502,15248,6,1750,85.5,10.5,2.77
INV-24444500010,2020-01-08,2522,15248,6,1750,85.5,10.5,2.77
INV-24429000007,2020-01-08,2852,15248,6,1750,85.5,10.5,2.77
INV-24441400003,2020-01-08,4098,15248,6,1750,85.5,10.5,2.77
INV-24427400075,2020-01-08,2629,15248,6,1750,85.5,10.5,2.77
INV-24443300020,2020-01-08,2565,15248,6,1750,85.5,10.5,2.77
INV-24427900061,2020-01-08,3629,73803,6,1750,85.5,10.5,2.77
INV-24435000004,2020-01-08,3704,15248,6,1750,85.5,10.5,2.77
INV-24420400009,2020-01-08,3465,15248,6,1750,85.5,10.5,2.77
INV-24423600011,2020-01-08,3625,15248,6,1750,85.5,10.5,2.77
INV-24422400044,2020-01-08,3899,73803,6,1750,85.5,10.5,2.77
INV-24438600019,2020-01-08,2543,15248,6,1750,85.5,10.5,2.77
INV-24433500033,2020-01-08,2684,15248,6,1750,85.5,10.5,2.77
INV-24445700018,2020-01-08,5274,15248,6,1750,85.5,10.5,2.77
INV-24431000013,2020-01-08,3628,15248,6,1750,85.5,10.5,2.77
INV-24431700041,2020-01-08,2625,15248,6,1750,85.5,10.5,2.77
INV-24434300022,2020-01-08,4272,15248,6,1750,85.5,10.5,2.77
INV-24422200001,2020-01-08,2620,4356,2,750,97.5,1.5,0.39
INV-24422400038,2020-01-08,3899,18856,6,750,121.5,4.5,1.18
INV-24435500026,2020-01-08,2585,68036,6,750,121.5,4.5,1.18
INV-24427900052,2020-01-08,3629,18856,6,750,121.5,4.5,1.18
INV-24421100084,2020-01-08,2502,18856,6,750,121.5,4.5,1.18
INV-24427400055,2020-01-08,2629,18856,6,750,121.5,4.5,1.18
INV-24423900005,2020-01-08,3656,18856,6,750,121.5,4.5,1.18
INV-24441200022,2020-01-08,4698,16416,6,750,121.5,4.5,1.18
INV-24435500025,2020-01-08,2585,68017,6,750,121.5,4.5,1.18
INV-24435200009,2020-01-08,5876,87250,6,750,171,4.5,1.18
INV-24431500019,2020-01-08,2285,27245,6,750,171,4.5,1.18
INV-24422800059,2020-01-08,2521,88556,12,750,171,9,2.37
INV-24438600138,2020-01-08,2543,88556,12,750,171,9,2.37
INV-24439800006,2020-01-08,3949,88556,12,750,171,9,2.37
INV-24421800017,2020-01-08,3645,39866,12,750,171,9,2.37
INV-24431700043,2020-01-08,2625,88556,12,750,171,9,2.37
INV-24421800015,2020-01-08,3645,89786,12,750,171,9,2.37
INV-24444300031,2020-01-08,2233,38178,6,1750,171,10.5,2.77
INV-24443000024,2020-01-08,3626,38178,6,1750,171,10.5,2.77
INV-24423900010,2020-01-08,3656,38178,6,1750,171,10.5,2.77
INV-24434000020,2020-01-08,3842,38178,6,1750,171,10.5,2.77
INV-24431000046,2020-01-08,3628,38178,6,1750,171,10.5,2.77
INV-24445300009,2020-01-08,4777,38178,6,1750,171,10.5,2.77
INV-24429800064,2020-01-08,3773,38178,6,1750,171,10.5,2.77
INV-24440500012,2020-01-08,2600,38178,6,1750,171,10.5,2.77
INV-24442800004,2020-01-08,5568,38178,6,1750,171,10.5,2.77
INV-24444000006,2020-01-08,5293,38178,6,1750,171,10.5,2.77
INV-24427700013,2020-01-08,4743,38178,6,1750,171,10.5,2.77
INV-24426400004,2020-01-08,3880,38178,6,1750,171,10.5,2.77
INV-24441000028,2020-01-08,4021,38178,6,1750,171,10.5,2.77
INV-24443900091,2020-01-08,5068,38178,6,1750,171,10.5,2.77
INV-24434700031,2020-01-08,2556,38178,6,1750,171,10.5,2.77
INV-24432000011,2020-01-08,3952,38178,6,1750,171,10.5,2.77
INV-24436000003,2020-01-08,3682,38178,6,1750,171,10.5,2.77
INV-24424700001,2020-01-08,4810,38178,6,1750,171,10.5,2.77
INV-24423300017,2020-01-08,4406,38178,6,1750,171,10.5,2.77
INV-24435800008,2020-01-08,5655,38178,6,1750,171,10.5,2.77
INV-24435600025,2020-01-08,3987,38178,6,1750,171,10.5,2.77
INV-24420400004,2020-01-08,3465,38178,6,1750,171,10.5,2.77
INV-24433200024,2020-01-08,4073,38178,6,1750,171,10.5,2.77
INV-24443700022,2020-01-08,3390,38178,6,1750,171,10.5,2.77
INV-24438100029,2020-01-08,4296,38178,6,1750,171,10.5,2.77
INV-24434000032,2020-01-08,3842,43137,12,1000,171,12,3.17
INV-24425000014,2020-01-08,2465,43127,12,1000,171,12,3.17
INV-24421000004,2020-01-08,5144,43127,12,1000,171,12,3.17
INV-24444000013,2020-01-08,5293,43137,12,1000,171,12,3.17
INV-24445700011,2020-01-08,5274,43127,12,1000,171,12,3.17
INV-24421100001,2020-01-08,2502,43127,12,1000,171,12,3.17
INV-24437200007,2020-01-08,3549,43127,12,1000,171,12,3.17
INV-24443700014,2020-01-08,3390,43137,12,1000,171,12,3.17
INV-24443900018,2020-01-08,5068,43137,12,1000,171,12,3.17
INV-24434000035,2020-01-08,3842,43127,12,1000,171,12,3.17
INV-24426800010,2020-01-08,4312,43050,12,1000,171,12,3.17
INV-24431200026,2020-01-08,2512,43050,12,1000,171,12,3.17
INV-24443900017,2020-01-08,5068,43127,12,1000,171,12,3.17
INV-24421900003,2020-01-08,3420,43127,12,1000,171,12,3.17
INV-24429800013,2020-01-08,3773,43127,12,1000,171,12,3.17
INV-24421900033,2020-01-08,3420,43137,12,1000,171,12,3.17
INV-24421500098,2020-01-08,2500,43137,12,1000,171,12,3.17
INV-24437600038,2020-01-08,2191,43127,12,1000,171,12,3.17
INV-24421500097,2020-01-08,2500,43127,12,1000,171,12,3.17
INV-24432000040,2020-01-08,3952,43137,12,1000,171,12,3.17
INV-24431200025,2020-01-08,2512,43137,12,1000,171,12,3.17
INV-24440100019,2020-01-08,2642,15248,12,1750,171,21,5.54
INV-24444300009,2020-01-08,2233,15248,12,1750,171,21,5.54
INV-24437200026,2020-01-08,3549,86821,12,750,195,9,2.37
INV-24441700002,2020-01-08,3525,86821,12,750,195,9,2.37
INV-24441100028,2020-01-08,2601,5329,1,750,195,0.75,0.19
INV-24426600003,2020-01-08,4312,28236,12,750,243,9,2.37
INV-24427900011,2020-01-08,3629,14192,12,750,243,9,2.37
INV-24422200099,2020-01-08,2620,68052,12,750,243,9,2.37
INV-24420000016,2020-01-08,4829,89836,12,750,243,9,2.37
INV-24429300140,2020-01-08,2647,89836,12,750,243,9,2.37
INV-24421500045,2020-01-08,2500,28236,12,750,243,9,2.37
INV-24435600021,2020-01-08,3987,27037,12,750,243,9,2.37
INV-24438300010,2020-01-08,5513,89836,12,750,243,9,2.37
INV-24431700049,2020-01-08,2625,68022,12,750,243,9,2.37
INV-24436100002,2020-01-08,3045,14192,12,750,243,9,2.37
INV-24420400002,2020-01-08,3465,68036,12,750,243,9,2.37
INV-24427900035,2020-01-08,3629,68049,12,750,243,9,2.37
INV-24422100013,2020-01-08,2620,89836,12,750,243,9,2.37
INV-24423900011,2020-01-08,3656,68036,12,750,243,9,2.37
INV-24422600100,2020-01-08,2648,4866,12,750,243,9,2.37
INV-24423600041,2020-01-08,3625,89836,12,750,243,9,2.37
INV-24434800027,2020-01-08,2700,68036,12,750,243,9,2.37
INV-24431000037,2020-01-08,3628,68022,12,750,243,9,2.37
INV-24444800013,2020-01-08,3622,68036,12,750,243,9,2.37
INV-24429800063,2020-01-08,3773,66636,12,750,243,9,2.37
INV-24441000005,2020-01-08,4021,14192,12,750,243,9,2.37
INV-24444800004,2020-01-08,3622,14192,12,750,243,9,2.37
INV-24420000006,2020-01-08,4829,88548,12,750,243,9,2.37
INV-24438800012,2020-01-08,3726,72356,12,750,243,9,2.37
INV-24422600098,2020-01-08,2648,5346,12,750,243,9,2.37
INV-24444500019,2020-01-08,2522,28866,12,750,243,9,2.37
INV-24430000014,2020-01-08,2590,28866,12,750,243,9,2.37
INV-24431200102,2020-01-08,2512,14192,12,750,243,9,2.37
INV-24427400135,2020-01-08,2629,27037,12,750,243,9,2.37
INV-24422100001,2020-01-08,2620,4866,12,750,243,9,2.37
INV-24421900031,2020-01-08,3420,66636,12,750,243,9,2.37
INV-24443000017,2020-01-08,3626,68036,12,750,243,9,2.37
INV-24421800001,2020-01-08,3645,28236,12,750,243,9,2.37
INV-24423100037,2020-01-08,2673,28866,12,750,243,9,2.37
INV-24423100036,2020-01-08,2673,28236,12,750,243,9,2.37
INV-24430900032,2020-01-08,2605,4866,12,750,243,9,2.37
INV-24439200030,2020-01-08,2596,68036,12,750,243,9,2.37
INV-24430600023,2020-01-08,3707,28236,12,750,243,9,2.37
INV-24422800060,2020-01-08,2521,88548,12,750,243,9,2.37
INV-24433200035,2020-01-08,4073,68022,12,750,243,9,2.37
INV-24422800025,2020-01-08,2521,5346,12,750,243,9,2.37
INV-24422400018,2020-01-08,3899,68022,12,750,243,9,2.37
INV-24443900080,2020-01-08,5068,87645,12,1000,243,12,3.17
INV-24443700001,2020-01-08,3390,69940,12,50,243,0.6,0.15
INV-24430900014,2020-01-08,2605,38178,12,1750,342,21,5.54
INV-24431200024,2020-01-08,2512,43127,24,1000,342,24,6.34
INV-24444300027,2020-01-08,2233,43127,24,1000,342,24,6.34
INV-24428100005,2020-01-08,3477,43127,24,1000,342,24,6.34
INV-24441600014,2020-01-08,3525,43127,24,1000,342,24,6.34
INV-24438600077,2020-01-08,2543,43127,24,1000,342,24,6.34
INV-24443700015,2020-01-08,3390,43127,24,1000,342,24,6.34
INV-24427900004,2020-01-08,3629,64866,36,750,486,27,7.13
INV-24421100021,2020-01-08,2502,38178,24,1750,684,42,11.09
INV-24421700067,2020-01-08,2501,38178,24,1750,684,42,11.09
INV-24444800017,2020-01-08,3622,38178,24,1750,684,42,11.09
INV-24429300052,2020-01-08,2647,38178,24,1750,684,42,11.09
INV-24437600032,2020-01-08,2191,38178,24,1750,684,42,11.09
INV-24432000067,2020-01-08,3952,43127,48,1000,684,48,12.68
INV-24441700001,2020-01-08,3525,76227,600,1000,4194,600,158.5
INV-24444200010,2020-01-08,5293,4867,5,1000,131.25,5,1.32
INV-24433200040,2020-01-08,4073,64636,3,750,69.75,2.25,0.59
INV-24422600066,2020-01-08,2648,64636,3,750,69.75,2.25,0.59
INV-24438200024,2020-01-08,5257,28867,3,1000,69.75,3,0.79
INV-24438600142,2020-01-08,2543,89646,3,750,139.5,2.25,0.59
INV-24422800081,2020-01-08,2521,89646,3,750,139.5,2.25,0.59
INV-24429800090,2020-01-08,3773,89646,3,750,139.5,2.25,0.59
INV-24428100047,2020-01-08,3477,17958,6,1750,139.5,10.5,2.77
INV-24445500008,2020-01-08,5835,17958,6,1750,139.5,10.5,2.77
INV-24439800005,2020-01-08,3949,17958,6,1750,139.5,10.5,2.77
INV-24436800017,2020-01-08,5448,17958,6,1750,139.5,10.5,2.77
INV-24434700011,2020-01-08,2556,17958,6,1750,139.5,10.5,2.77
INV-24421400032,2020-01-08,3524,17958,6,1750,139.5,10.5,2.77
INV-24430600005,2020-01-08,3707,17958,6,1750,139.5,10.5,2.77
INV-24423000001,2020-01-08,2673,904222,1,750,187.5,0.75,0.19
INV-24431600001,2020-01-08,2625,904222,1,750,187.5,0.75,0.19
INV-24421600001,2020-01-08,2501,904222,1,750,187.5,0.75,0.19
INV-24431800002,2020-01-08,2625,89646,6,750,279,4.5,1.18
INV-24423100009,2020-01-08,2673,64636,12,750,279,9,2.37
INV-24431300030,2020-01-08,2670,64636,12,750,279,9,2.37
INV-24426700001,2020-01-08,4312,28867,12,1000,279,12,3.17
INV-24426800002,2020-01-08,4312,28867,12,1000,279,12,3.17
INV-24429800030,2020-01-08,3773,28867,12,1000,279,12,3.17
INV-24443900075,2020-01-08,5068,28867,12,1000,279,12,3.17
INV-24440100005,2020-01-08,2642,28867,12,1000,279,12,3.17
INV-24421500046,2020-01-08,2500,28867,12,1000,279,12,3.17
INV-24443700013,2020-01-08,3390,28867,12,1000,279,12,3.17
INV-24438600043,2020-01-08,2543,28867,12,1000,279,12,3.17
INV-24443300032,2020-01-08,2565,28867,12,1000,279,12,3.17
INV-24431300065,2020-01-08,2670,28867,12,1000,279,12,3.17
INV-24427700003,2020-01-08,4743,17958,12,1750,279,21,5.54
INV-24421000029,2020-01-08,5144,89646,12,750,558,9,2.37
INV-24431200010,2020-01-08,2512,28867,24,1000,558,24,6.34
INV-24440100015,2020-01-08,2642,17958,24,1750,558,42,11.09
INV-24437600057,2020-01-08,2191,20246,1,750,8.25,0.75,0.19
INV-24442700026,2020-01-08,5316,12407,1,1000,8.25,1,0.26
INV-24438000093,2020-01-08,2555,24453,3,200,8.25,0.6,0.15
INV-24442600012,2020-01-08,5315,89199,1,375,8.25,0.37,0.09
INV-24444500069,2020-01-08,2522,82840,1,750,9.75,0.75,0.19
INV-24425600013,2020-01-08,4320,82636,1,750,9.75,0.75,0.19
INV-24427800040,2020-01-08,5314,41696,1,750,9.75,0.75,0.19
INV-24422200068,2020-01-08,2620,41989,1,750,9.75,0.75,0.19
INV-24441600069,2020-01-08,3525,73456,1,750,9.75,0.75,0.19
INV-24445400012,2020-01-08,3484,82786,1,750,9.75,0.75,0.19
INV-24432200043,2020-01-08,5071,41696,1,750,9.75,0.75,0.19
INV-24432200044,2020-01-08,5071,41604,1,750,9.75,0.75,0.19
INV-24443700074,2020-01-08,3390,43426,1,750,9.75,0.75,0.19
INV-24438500023,2020-01-08,4069,41693,1,750,9.75,0.75,0.19
INV-24432300026,2020-01-08,5070,41989,1,750,9.75,0.75,0.19
INV-24437600077,2020-01-08,2191,82636,1,750,9.75,0.75,0.19
INV-24421500078,2020-01-08,2500,36875,1,1750,9.75,1.75,0.46
INV-24445000021,2020-01-08,4193,35948,1,1750,9.75,1.75,0.46
INV-24443700059,2020-01-08,3390,22155,1,375,9.75,0.37,0.09
INV-24438400015,2020-01-08,3916,22155,1,375,9.75,0.37,0.09
INV-24432300025,2020-01-08,5070,84170,1,750,11.25,0.75,0.19
INV-24435000073,2020-01-08,3704,84170,1,750,11.25,0.75,0.19
INV-24442700048,2020-01-08,5316,89386,1,750,11.25,0.75,0.19
INV-24427800038,2020-01-08,5314,39492,1,750,11.25,0.75,0.19
INV-24420500030,2020-01-08,4617,84159,1,750,11.25,0.75,0.19
INV-24432300023,2020-01-08,5070,84141,1,750,11.25,0.75,0.19
INV-24439200021,2020-01-08,2596,39725,1,750,11.25,0.75,0.19
INV-24420500031,2020-01-08,4617,84141,1,750,11.25,0.75,0.19
INV-24435000074,2020-01-08,3704,84166,1,750,11.25,0.75,0.19
INV-24440100073,2020-01-08,2642,41705,1,1000,11.25,1,0.26
INV-24442600005,2020-01-08,5315,41705,1,1000,11.25,1,0.26
INV-24435000079,2020-01-08,3704,81208,1,1750,11.25,1.75,0.46
INV-24430900066,2020-01-08,2605,52580,3,200,11.25,0.6,0.15
INV-24442700019,2020-01-08,5316,26824,1,375,11.25,0.37,0.09
INV-24438500021,2020-01-08,4069,21206,1,750,12.75,0.75,0.19
INV-24444500036,2020-01-08,2522,40327,1,750,12.75,0.75,0.19
INV-24442600001,2020-01-08,5315,73607,1,750,12.75,0.75,0.19
INV-24433500018,2020-01-08,2684,39866,1,750,14.25,0.75,0.19
INV-24442700042,2020-01-08,5316,43127,1,1000,14.25,1,0.26
INV-24434700064,2020-01-08,2556,76486,3,750,15.75,2.25,0.59
INV-24445000008,2020-01-08,4193,27410,1,750,15.75,0.75,0.19
INV-24432200032,2020-01-08,5071,27783,1,750,15.75,0.75,0.19
INV-24426200032,2020-01-08,4629,27544,1,750,15.75,0.75,0.19
INV-24432300015,2020-01-08,5070,27544,1,750,15.75,0.75,0.19
INV-24424500021,2020-01-08,4404,27544,1,750,15.75,0.75,0.19
INV-24425900023,2020-01-08,5259,27783,1,750,15.75,0.75,0.19
INV-24425900024,2020-01-08,5259,27544,1,750,15.75,0.75,0.19
INV-24445400015,2020-01-08,3484,41077,1,1000,15.75,1,0.26
INV-24443300101,2020-01-08,2565,77318,1,1750,15.75,1.75,0.46
INV-24435000058,2020-01-08,3704,77228,1,1750,15.75,1.75,0.46
INV-24435000059,2020-01-08,3704,77324,1,1750,15.75,1.75,0.46
INV-24431700007,2020-01-08,2625,19063,3,200,15.75,0.6,0.15
INV-24441100034,2020-01-08,2601,36968,3,375,15.75,1.12,0.29
INV-24430700019,2020-01-08,5571,25604,3,375,15.75,1.12,0.29
INV-24427800032,2020-01-08,5314,40192,3,375,15.75,1.12,0.29
INV-24429300084,2020-01-08,2647,52594,3,375,15.75,1.12,0.29
INV-24429300057,2020-01-08,2647,40593,3,375,15.75,1.12,0.29
INV-24427800033,2020-01-08,5314,36968,3,375,15.75,1.12,0.29
INV-24443900011,2020-01-08,5068,84617,2,1000,16.5,2,0.52
INV-24443900086,2020-01-08,5068,31866,1,750,16.5,0.75,0.19
INV-24424700023,2020-01-08,4810,19064,2,375,16.5,0.75,0.19
INV-24424000033,2020-01-08,4405,19064,2,375,16.5,0.75,0.19
INV-24429300135,2020-01-08,2647,89194,2,375,16.5,0.75,0.19
INV-24424500029,2020-01-08,4404,19064,2,375,16.5,0.75,0.19
INV-24430000109,2020-01-08,2590,87403,2,375,16.5,0.75,0.19
INV-24440100071,2020-01-08,2642,69637,1,1000,16.5,1,0.26
INV-24435000064,2020-01-08,3704,58801,1,1750,16.5,1.75,0.46
INV-24419800010,2020-01-08,2190,29728,2,1750,19.5,3.5,0.92
INV-24432200013,2020-01-08,5071,22155,2,375,19.5,0.75,0.19
INV-24438100042,2020-01-08,4296,69946,1,750,19.5,0.75,0.19
INV-24433500016,2020-01-08,2684,73055,1,750,19.5,0.75,0.19
INV-24428900015,2020-01-08,3443,22155,2,375,19.5,0.75,0.19
INV-24441100032,2020-01-08,2601,22155,2,375,19.5,0.75,0.19
INV-24434900022,2020-01-08,4592,87409,1,1000,19.5,1,0.26
INV-24434900023,2020-01-08,4592,89197,1,1000,19.5,1,0.26
INV-24420500006,2020-01-08,4617,82820,2,750,19.5,1.5,0.39
INV-24439200035,2020-01-08,2596,82820,2,750,19.5,1.5,0.39
INV-24445600020,2020-01-08,3695,82612,2,750,19.5,1.5,0.39
INV-24429300110,2020-01-08,2647,73526,2,750,19.5,1.5,0.39
INV-24442600032,2020-01-08,5315,68306,2,750,19.5,1.5,0.39
INV-24443300107,2020-01-08,2565,82636,2,750,19.5,1.5,0.39
INV-24439200034,2020-01-08,2596,82606,2,750,19.5,1.5,0.39
INV-24441100086,2020-01-08,2601,73456,2,750,19.5,1.5,0.39
INV-24437600071,2020-01-08,2191,43426,2,750,19.5,1.5,0.39
INV-24433500043,2020-01-08,2684,37336,2,750,19.5,1.5,0.39
INV-24439200033,2020-01-08,2596,82605,2,750,19.5,1.5,0.39
INV-24443700069,2020-01-08,3390,82612,2,750,19.5,1.5,0.39
INV-24441600052,2020-01-08,3525,34690,2,750,19.5,1.5,0.39
INV-24441300015,2020-01-08,5743,82846,2,750,19.5,1.5,0.39
INV-24420500001,2020-01-08,4617,82626,2,750,19.5,1.5,0.39
INV-24438000057,2020-01-08,2555,82626,2,750,19.5,1.5,0.39
INV-24428900024,2020-01-08,3443,41604,2,750,19.5,1.5,0.39
INV-24424000020,2020-01-08,4405,52596,2,750,19.5,1.5,0.39
INV-24433500044,2020-01-08,2684,41704,2,750,19.5,1.5,0.39
INV-24421500143,2020-01-08,2500,82786,2,750,19.5,1.5,0.39
INV-24420500005,2020-01-08,4617,82611,2,750,19.5,1.5,0.39
INV-24436000005,2020-01-08,3682,41604,2,750,19.5,1.5,0.39
INV-24443700070,2020-01-08,3390,82780,2,750,19.5,1.5,0.39
INV-24429300062,2020-01-08,2647,41989,2,750,19.5,1.5,0.39
INV-24438200022,2020-01-08,5257,73526,2,750,19.5,1.5,0.39
INV-24420500002,2020-01-08,4617,82846,2,750,19.5,1.5,0.39
INV-24434700037,2020-01-08,2556,41696,2,750,19.5,1.5,0.39
INV-24434700036,2020-01-08,2556,41694,2,1000,22.5,2,0.52
INV-24444000024,2020-01-08,5293,78456,3,750,22.5,2.25,0.59
INV-24431700083,2020-01-08,2625,72816,3,750,22.5,2.25,0.59
INV-24444500063,2020-01-08,2522,79336,3,750,22.5,2.25,0.59
INV-24441100091,2020-01-08,2601,78866,3,750,22.5,2.25,0.59
INV-24429800083,2020-01-08,3773,84496,3,750,22.5,2.25,0.59
INV-24442500012,2020-01-08,4279,86563,3,750,22.5,2.25,0.59
INV-24444000023,2020-01-08,5293,78866,3,750,22.5,2.25,0.59
INV-24422200114,2020-01-08,2620,78866,3,750,22.5,2.25,0.59
INV-24438100018,2020-01-08,4296,20247,3,1000,22.5,3,0.79
INV-24431300022,2020-01-08,2670,82187,3,1000,22.5,3,0.79
INV-24438600021,2020-01-08,2543,17127,3,1000,22.5,3,0.79
INV-24428500028,2020-01-08,4866,86698,2,375,22.5,0.75,0.19
INV-24445000011,2020-01-08,4193,15592,1,750,22.5,0.75,0.19
INV-24432300014,2020-01-08,5070,17916,1,750,22.5,0.75,0.19
INV-24421600002,2020-01-08,2501,922042,1,750,22.5,0.75,0.19
INV-24430700018,2020-01-08,5571,26824,2,375,22.5,0.75,0.19
INV-24427200035,2020-01-08,5164,86698,2,375,22.5,0.75,0.19
INV-24437900006,2020-01-08,4993,26820,2,375,22.5,0.75,0.19
INV-24445000013,2020-01-08,4193,15940,1,750,22.5,0.75,0.19
INV-24430900081,2020-01-08,2605,89178,1,750,22.5,0.75,0.19
INV-24434400001,2020-01-08,2556,922042,1,750,22.5,0.75,0.19
INV-24439900001,2020-01-08,2642,922042,1,750,22.5,0.75,0.19
INV-24427800013,2020-01-08,5314,86698,2,375,22.5,0.75,0.19
INV-24432300024,2020-01-08,5070,84166,2,750,22.5,1.5,0.39
INV-24430400030,2020-01-08,4634,36969,2,750,22.5,1.5,0.39
INV-24420500033,2020-01-08,4617,36749,2,750,22.5,1.5,0.39
