invoice_and_item_number,date,store_number,item_number,bottles_sold,bottle_volume_ml,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-24474200011,2020-01-10,4067,27245,3,750,85.5,2.25,0.59
INV-24474600024,2020-01-10,5041,38178,3,1750,85.5,5.25,1.38
INV-24475700025,2020-01-10,4369,38178,3,1750,85.5,5.25,1.38
INV-24481900009,2020-01-10,3782,43127,6,1000,85.5,6,1.58
INV-24473500007,2020-01-10,3910,43127,6,1000,85.5,6,1.58
INV-24477300009,2020-01-10,2657,43127,6,1000,85.5,6,1.58
INV-24482200001,2020-01-10,5017,15248,6,1750,85.5,10.5,2.77
INV-24495500003,2020-01-10,2445,15248,6,1750,85.5,10.5,2.77
INV-24492400013,2020-01-10,3592,15248,6,1750,85.5,10.5,2.77
INV-24480300093,2020-01-10,2624,26758,6,1750,85.5,10.5,2.77
INV-24494400005,2020-01-10,4324,15248,6,1750,85.5,10.5,2.77
INV-24483100020,2020-01-10,4818,15248,6,1750,85.5,10.5,2.77
INV-24467400007,2020-01-10,4209,15248,6,1750,85.5,10.5,2.77
INV-24477200003,2020-01-10,2658,15248,6,1750,85.5,10.5,2.77
INV-24483400012,2020-01-10,3868,15248,6,1750,85.5,10.5,2.77
INV-24478600009,2020-01-10,4318,15248,6,1750,85.5,10.5,2.77
INV-24492900065,2020-01-10,2644,15248,6,1750,85.5,10.5,2.77
INV-24478300001,2020-01-10,4266,15248,6,1750,85.5,10.5,2.77
INV-24471000004,2020-01-10,3540,15248,6,1750,85.5,10.5,2.77
INV-24496500016,2020-01-10,2613,15248,6,1750,85.5,10.5,2.77
INV-24469600058,2020-01-10,2603,15248,6,1750,85.5,10.5,2.77
INV-24479400013,2020-01-10,2553,15248,6,1750,85.5,10.5,2.77
INV-24469600091,2020-01-10,2603,89626,2,750,85.5,1.5,0.39
INV-24494600030,2020-01-10,3461,89626,2,750,85.5,1.5,0.39
INV-24474900009,2020-01-10,5338,41693,10,750,97.5,7.5,1.98
INV-24495700010,2020-01-10,2845,68036,6,750,121.5,4.5,1.18
INV-24480100002,2020-01-10,4253,5346,6,750,121.5,4.5,1.18
INV-24478800011,2020-01-10,5864,68036,6,750,121.5,4.5,1.18
INV-24467600021,2020-01-10,2561,18856,6,750,121.5,4.5,1.18
INV-24473400013,2020-01-10,3403,5346,6,750,121.5,4.5,1.18
INV-24484500001,2020-01-10,2847,28866,6,750,121.5,4.5,1.18
INV-24490000024,2020-01-10,4027,18856,6,750,121.5,4.5,1.18
INV-24496500024,2020-01-10,2613,27195,6,750,171,4.5,1.18
INV-24469100008,2020-01-10,2635,87250,6,750,171,4.5,1.18
INV-24478700006,2020-01-10,2518,88556,12,750,171,9,2.37
INV-24479300017,2020-01-10,3830,39866,12,750,171,9,2.37
INV-24496500057,2020-01-10,2613,89786,12,750,171,9,2.37
INV-24471800026,2020-01-10,2558,39866,12,750,171,9,2.37
INV-24479400005,2020-01-10,2553,38178,6,1750,171,10.5,2.77
INV-24478700032,2020-01-10,2518,38178,6,1750,171,10.5,2.77
INV-24482300008,2020-01-10,2178,38178,6,1750,171,10.5,2.77
INV-24486700002,2020-01-10,4799,38178,6,1750,171,10.5,2.77
INV-24479500017,2020-01-10,4291,38178,6,1750,171,10.5,2.77
INV-24489800019,2020-01-10,2551,38178,6,1750,171,10.5,2.77
INV-24474200003,2020-01-10,4067,38178,6,1750,171,10.5,2.77
INV-24497300005,2020-01-10,4414,38178,6,1750,171,10.5,2.77
INV-24466900006,2020-01-10,5698,38178,6,1750,171,10.5,2.77
INV-24476700002,2020-01-10,5125,38178,6,1750,171,10.5,2.77
INV-24478400003,2020-01-10,4246,38178,6,1750,171,10.5,2.77
INV-24493200039,2020-01-10,3514,38178,6,1750,171,10.5,2.77
INV-24468000015,2020-01-10,4320,38178,6,1750,171,10.5,2.77
INV-24482100039,2020-01-10,3679,38178,6,1750,171,10.5,2.77
INV-24468700014,2020-01-10,4023,38178,6,1750,171,10.5,2.77
INV-24476100012,2020-01-10,4800,38178,6,1750,171,10.5,2.77
INV-24479700008,2020-01-10,4317,38178,6,1750,171,10.5,2.77
INV-24469700013,2020-01-10,5725,38178,6,1750,171,10.5,2.77
INV-24483100012,2020-01-10,4818,38178,6,1750,171,10.5,2.77
INV-24467400027,2020-01-10,4209,38178,6,1750,171,10.5,2.77
INV-24495000017,2020-01-10,3833,38178,6,1750,171,10.5,2.77
INV-24483200007,2020-01-10,5479,38178,6,1750,171,10.5,2.77
INV-24491900006,2020-01-10,4235,38178,6,1750,171,10.5,2.77
INV-24490000020,2020-01-10,4027,38178,6,1750,171,10.5,2.77
INV-24466500007,2020-01-10,3691,38178,6,1750,171,10.5,2.77
INV-24484800005,2020-01-10,5333,38178,6,1750,171,10.5,2.77
INV-24491500018,2020-01-10,2566,38178,6,1750,171,10.5,2.77
INV-24490100011,2020-01-10,4271,38178,6,1750,171,10.5,2.77
INV-24483500003,2020-01-10,4155,38178,6,1750,171,10.5,2.77
INV-24494600007,2020-01-10,3461,38178,6,1750,171,10.5,2.77
INV-24490700002,2020-01-10,3909,38178,6,1750,171,10.5,2.77
INV-24477100008,2020-01-10,2674,38178,6,1750,171,10.5,2.77
INV-24480200007,2020-01-10,5624,38178,6,1750,171,10.5,2.77
INV-24483600013,2020-01-10,2514,38178,6,1750,171,10.5,2.77
INV-24497700003,2020-01-10,2459,38178,6,1750,171,10.5,2.77
INV-24497800004,2020-01-10,3465,38178,6,1750,171,10.5,2.77
INV-24493600013,2020-01-10,2606,43127,12,1000,171,12,3.17
INV-24496500044,2020-01-10,2613,43137,12,1000,171,12,3.17
INV-24488500002,2020-01-10,2549,43037,12,1000,171,12,3.17
INV-24482500012,2020-01-10,3857,43127,12,1000,171,12,3.17
INV-24493200014,2020-01-10,3514,43127,12,1000,171,12,3.17
INV-24493600015,2020-01-10,2606,43137,12,1000,171,12,3.17
INV-24485000012,2020-01-10,5236,43127,12,1000,171,12,3.17
INV-24486000013,2020-01-10,4443,43127,12,1000,171,12,3.17
INV-24492000003,2020-01-10,4235,43127,12,1000,171,12,3.17
INV-24472200077,2020-01-10,2506,43127,12,1000,171,12,3.17
INV-24492900101,2020-01-10,2644,43137,12,1000,171,12,3.17
INV-24479900023,2020-01-10,2228,43037,12,1000,171,12,3.17
INV-24492900032,2020-01-10,2644,43037,12,1000,171,12,3.17
INV-24480400003,2020-01-10,3944,43127,12,1000,171,12,3.17
INV-24480400018,2020-01-10,3944,43137,12,1000,171,12,3.17
INV-24494900017,2020-01-10,2591,15248,12,1750,171,21,5.54
INV-24496000013,2020-01-10,3728,15248,12,1750,171,21,5.54
INV-24497900002,2020-01-10,4988,5201,5,750,195,3.75,0.99
INV-24480300001,2020-01-10,2624,4866,12,750,243,9,2.37
INV-24492400031,2020-01-10,3592,68022,12,750,243,9,2.37
INV-24471000006,2020-01-10,3540,68022,12,750,243,9,2.37
INV-24494900015,2020-01-10,2591,14192,12,750,243,9,2.37
INV-24466500004,2020-01-10,3691,68022,12,750,243,9,2.37
INV-24492900058,2020-01-10,2644,14192,12,750,243,9,2.37
INV-24482700005,2020-01-10,4183,28866,12,750,243,9,2.37
INV-24469100070,2020-01-10,2635,68036,12,750,243,9,2.37
INV-24472100008,2020-01-10,3562,14192,12,750,243,9,2.37
INV-24472700002,2020-01-10,2507,28866,12,750,243,9,2.37
INV-24480100001,2020-01-10,4253,68036,12,750,243,9,2.37
INV-24482600023,2020-01-10,3721,68022,12,750,243,9,2.37
INV-24492500006,2020-01-10,2562,28236,12,750,243,9,2.37
INV-24474000002,2020-01-10,5702,68036,12,750,243,9,2.37
INV-24484200048,2020-01-10,2618,68036,12,750,243,9,2.37
INV-24490000006,2020-01-10,4027,28866,12,750,243,9,2.37
INV-24480300002,2020-01-10,2624,28236,12,750,243,9,2.37
INV-24495400038,2020-01-10,4516,5346,12,750,243,9,2.37
INV-24484200047,2020-01-10,2618,68022,12,750,243,9,2.37
INV-24480900030,2020-01-10,2524,28236,12,750,243,9,2.37
INV-24482600022,2020-01-10,3721,68036,12,750,243,9,2.37
INV-24489700003,2020-01-10,4260,68022,12,750,243,9,2.37
INV-24472000011,2020-01-10,4056,68036,12,750,243,9,2.37
INV-24471100021,2020-01-10,3731,68022,12,750,243,9,2.37
INV-24469000017,2020-01-10,4901,68036,12,750,243,9,2.37
INV-24467600024,2020-01-10,2561,28236,12,750,243,9,2.37
INV-24482300001,2020-01-10,2178,68022,12,750,243,9,2.37
INV-24493600023,2020-01-10,2606,89836,12,750,243,9,2.37
INV-24472400003,2020-01-10,4752,69940,12,50,243,0.6,0.15
INV-24469800021,2020-01-10,5108,69940,12,50,243,0.6,0.15
INV-24466600008,2020-01-10,5782,38178,12,1750,342,21,5.54
INV-24492400043,2020-01-10,3592,38178,12,1750,342,21,5.54
INV-24469600073,2020-01-10,2603,38178,12,1750,342,21,5.54
INV-24472100032,2020-01-10,3562,38178,12,1750,342,21,5.54
INV-24492900083,2020-01-10,2644,43127,24,1000,342,24,6.34
INV-24472200001,2020-01-10,2506,5329,2,750,390,1.5,0.39
INV-24467900029,2020-01-10,2612,43338,18,1750,486,31.5,8.32
INV-24468500016,2020-01-10,2505,1799,18,1750,486,31.5,8.32
INV-24491300015,2020-01-10,3818,17958,3,1750,69.75,5.25,1.38
INV-24466400002,2020-01-10,4448,75183,5,750,93.75,3.75,0.99
INV-24486900020,2020-01-10,5131,89646,3,750,139.5,2.25,0.59
INV-24496500083,2020-01-10,2613,28867,6,1000,139.5,6,1.58
INV-24471000013,2020-01-10,3540,17958,6,1750,139.5,10.5,2.77
INV-24483400023,2020-01-10,3868,17958,6,1750,139.5,10.5,2.77
INV-24472200121,2020-01-10,2506,17958,6,1750,139.5,10.5,2.77
INV-24480900016,2020-01-10,2524,17958,6,1750,139.5,10.5,2.77
INV-24494900019,2020-01-10,2591,17958,6,1750,139.5,10.5,2.77
INV-24488100013,2020-01-10,3651,17958,6,1750,139.5,10.5,2.77
INV-24497200021,2020-01-10,5077,17958,6,1750,139.5,10.5,2.77
INV-24467400015,2020-01-10,4209,17958,6,1750,139.5,10.5,2.77
INV-24471500013,2020-01-10,3790,17958,6,1750,139.5,10.5,2.77
INV-24466500002,2020-01-10,3691,17958,6,1750,139.5,10.5,2.77
INV-24470000003,2020-01-10,5335,17958,6,1750,139.5,10.5,2.77
INV-24465900001,2020-01-10,5843,904222,1,750,187.5,0.75,0.19
INV-24487700001,2020-01-10,5623,904222,1,750,187.5,0.75,0.19
INV-24477600001,2020-01-10,2655,904222,1,750,187.5,0.75,0.19
INV-24495800001,2020-01-10,2641,904222,1,750,187.5,0.75,0.19
INV-24482800001,2020-01-10,5463,904222,1,750,187.5,0.75,0.19
INV-24464300008,2020-01-10,4829,88833,6,750,279,4.5,1.18
INV-24482900006,2020-01-10,5463,64636,12,750,279,9,2.37
INV-24473500003,2020-01-10,3910,28867,12,1000,279,12,3.17
INV-24470700026,2020-01-10,3354,17958,12,1750,279,21,5.54
INV-24467300019,2020-01-10,4136,89387,36,1000,423,36,9.51
INV-24469100014,2020-01-10,2635,4356,5,750,243.75,3.75,0.99
INV-24479900039,2020-01-10,2228,20246,1,750,8.25,0.75,0.19
INV-24483900028,2020-01-10,4180,20286,1,750,8.25,0.75,0.19
INV-24485000107,2020-01-10,5236,84617,1,1000,8.25,1,0.26
INV-24483900054,2020-01-10,4180,89199,1,375,8.25,0.37,0.09
INV-24483900056,2020-01-10,4180,87403,1,375,8.25,0.37,0.09
INV-24474000008,2020-01-10,5702,82606,1,750,9.75,0.75,0.19
INV-24491000017,2020-01-10,4275,41989,1,750,9.75,0.75,0.19
INV-24484000093,2020-01-10,2569,82786,1,750,9.75,0.75,0.19
INV-24474000007,2020-01-10,5702,82826,1,750,9.75,0.75,0.19
INV-24474200019,2020-01-10,4067,82786,1,750,9.75,0.75,0.19
INV-24479500057,2020-01-10,4291,52596,1,750,9.75,0.75,0.19
INV-24491300069,2020-01-10,3818,82846,1,750,9.75,0.75,0.19
INV-24496000026,2020-01-10,3728,41693,1,750,9.75,0.75,0.19
INV-24483900042,2020-01-10,4180,41604,1,750,9.75,0.75,0.19
INV-24497700016,2020-01-10,2459,82866,1,750,9.75,0.75,0.19
INV-24489600084,2020-01-10,2550,82786,1,750,9.75,0.75,0.19
INV-24466400009,2020-01-10,4448,41693,1,750,9.75,0.75,0.19
INV-24486600013,2020-01-10,4273,41693,1,750,9.75,0.75,0.19
INV-24489600043,2020-01-10,2550,41989,1,750,9.75,0.75,0.19
INV-24468600040,2020-01-10,4107,82866,1,750,9.75,0.75,0.19
INV-24473300014,2020-01-10,5517,41698,1,750,9.75,0.75,0.19
INV-24473300039,2020-01-10,5517,82611,1,750,9.75,0.75,0.19
INV-24487500042,2020-01-10,5466,82786,1,750,9.75,0.75,0.19
INV-24497700015,2020-01-10,2459,82786,1,750,9.75,0.75,0.19
INV-24479000029,2020-01-10,2656,41989,1,750,9.75,0.75,0.19
INV-24468600030,2020-01-10,4107,82606,1,750,9.75,0.75,0.19
INV-24485000099,2020-01-10,5236,41698,1,750,9.75,0.75,0.19
INV-24487500038,2020-01-10,5466,41989,1,750,9.75,0.75,0.19
INV-24482000009,2020-01-10,4972,52596,1,750,9.75,0.75,0.19
INV-24484000029,2020-01-10,2569,34690,1,750,9.75,0.75,0.19
INV-24483900043,2020-01-10,4180,37336,1,750,9.75,0.75,0.19
INV-24474300013,2020-01-10,5252,41693,1,750,9.75,0.75,0.19
INV-24484000057,2020-01-10,2569,41696,1,750,9.75,0.75,0.19
INV-24482100019,2020-01-10,3679,35948,1,1750,9.75,1.75,0.46
INV-24483900018,2020-01-10,4180,22155,1,375,9.75,0.37,0.09
INV-24476900035,2020-01-10,4377,22155,1,375,9.75,0.37,0.09
INV-24468000024,2020-01-10,4320,100603,1,750,11.25,0.75,0.19
INV-24483900030,2020-01-10,4180,40599,1,750,11.25,0.75,0.19
INV-24473300036,2020-01-10,5517,87936,1,750,11.25,0.75,0.19
INV-24484000055,2020-01-10,2569,40594,1,750,11.25,0.75,0.19
INV-24489600089,2020-01-10,2550,84166,1,750,11.25,0.75,0.19
INV-24484000096,2020-01-10,2569,84166,1,750,11.25,0.75,0.19
INV-24466400008,2020-01-10,4448,36969,1,750,11.25,0.75,0.19
INV-24486600020,2020-01-10,4273,84201,1,750,11.25,0.75,0.19
INV-24477400036,2020-01-10,5210,43205,1,750,11.25,0.75,0.19
INV-24485000095,2020-01-10,5236,84166,1,750,11.25,0.75,0.19
INV-24491300052,2020-01-10,3818,43647,1,750,11.25,0.75,0.19
INV-24484000095,2020-01-10,2569,84159,1,750,11.25,0.75,0.19
INV-24491000007,2020-01-10,4275,84170,1,750,11.25,0.75,0.19
INV-24483900031,2020-01-10,4180,40594,1,750,11.25,0.75,0.19
INV-24491300067,2020-01-10,3818,84159,1,750,11.25,0.75,0.19
INV-24470400011,2020-01-10,2840,37986,1,750,11.25,0.75,0.19
INV-24487500037,2020-01-10,5466,84170,1,750,11.25,0.75,0.19
INV-24489700037,2020-01-10,4260,42079,1,1000,11.25,1,0.26
INV-24482500051,2020-01-10,3857,64863,3,200,11.25,0.6,0.15
INV-24465400022,2020-01-10,4868,26820,1,375,11.25,0.37,0.09
INV-24466400051,2020-01-10,4448,26820,1,375,11.25,0.37,0.09
INV-24489700035,2020-01-10,4260,89387,1,1000,11.75,1,0.26
INV-24486100028,2020-01-10,4346,89387,1,1000,11.75,1,0.26
INV-24491300035,2020-01-10,3818,87937,1,1000,11.75,1,0.26
INV-24489700031,2020-01-10,4260,87937,1,1000,11.75,1,0.26
INV-24470400016,2020-01-10,2840,40327,1,750,12.75,0.75,0.19
INV-24484000054,2020-01-10,2569,40327,1,750,12.75,0.75,0.19
INV-24473300025,2020-01-10,5517,37418,1,1750,12.75,1.75,0.46
INV-24480900023,2020-01-10,2524,26585,1,375,12.75,0.37,0.09
INV-24471400014,2020-01-10,2653,39866,1,750,14.25,0.75,0.19
INV-24484000052,2020-01-10,2569,39866,1,750,14.25,0.75,0.19
INV-24467100024,2020-01-10,5425,39866,1,750,14.25,0.75,0.19
INV-24486100030,2020-01-10,4346,43127,1,1000,14.25,1,0.26
INV-24479000031,2020-01-10,2656,43137,1,1000,14.25,1,0.26
INV-24493900018,2020-01-10,5005,24156,3,750,15.75,2.25,0.59
INV-24467300011,2020-01-10,4136,76486,3,750,15.75,2.25,0.59
INV-24494100017,2020-01-10,3964,35947,3,1000,15.75,3,0.79
INV-24479900035,2020-01-10,2228,27544,1,750,15.75,0.75,0.19
INV-24482000012,2020-01-10,4972,28279,1,750,15.75,0.75,0.19
INV-24496400035,2020-01-10,3963,28279,1,750,15.75,0.75,0.19
INV-24489600021,2020-01-10,2550,27410,1,750,15.75,0.75,0.19
INV-24484000065,2020-01-10,2569,43371,1,750,15.75,0.75,0.19
INV-24486600023,2020-01-10,4273,28279,1,750,15.75,0.75,0.19
INV-24485000069,2020-01-10,5236,28279,1,750,15.75,0.75,0.19
INV-24483900027,2020-01-10,4180,27783,1,750,15.75,0.75,0.19
INV-24485000057,2020-01-10,5236,43371,1,750,15.75,0.75,0.19
INV-24493200030,2020-01-10,3514,5106,1,750,15.75,0.75,0.19
INV-24484000020,2020-01-10,2569,27410,1,750,15.75,0.75,0.19
INV-24466400022,2020-01-10,4448,19066,1,750,15.75,0.75,0.19
INV-24485000068,2020-01-10,5236,27783,1,750,15.75,0.75,0.19
INV-24491300018,2020-01-10,3818,27544,1,750,15.75,0.75,0.19
INV-24491300017,2020-01-10,3818,19096,1,750,15.75,0.75,0.19
INV-24492900016,2020-01-10,2644,77768,1,750,15.75,0.75,0.19
INV-24468600043,2020-01-10,4107,77318,1,1750,15.75,1.75,0.46
INV-24468600044,2020-01-10,4107,20248,1,1750,15.75,1.75,0.46
INV-24479900041,2020-01-10,2228,20248,1,1750,15.75,1.75,0.46
INV-24475300025,2020-01-10,5507,36968,3,375,15.75,1.12,0.29
INV-24475300024,2020-01-10,5507,40192,3,375,15.75,1.12,0.29
INV-24491300090,2020-01-10,3818,25604,3,375,15.75,1.12,0.29
INV-24476900028,2020-01-10,4377,40593,3,375,15.75,1.12,0.29
INV-24464900016,2020-01-10,4384,36968,3,375,15.75,1.12,0.29
INV-24471600002,2020-01-10,5163,40598,3,375,15.75,1.12,0.29
INV-24476900030,2020-01-10,4377,36968,3,375,15.75,1.12,0.29
INV-24494600015,2020-01-10,3461,36968,3,375,15.75,1.12,0.29
INV-24496400015,2020-01-10,3963,40192,3,375,15.75,1.12,0.29
INV-24473000024,2020-01-10,5434,40192,3,375,15.75,1.12,0.29
INV-24475700016,2020-01-10,4369,36968,3,375,15.75,1.12,0.29
INV-24475000023,2020-01-10,4361,36968,3,375,15.75,1.12,0.29
INV-24475000022,2020-01-10,4361,40598,3,375,15.75,1.12,0.29
INV-24476500006,2020-01-10,5245,25604,3,375,15.75,1.12,0.29
INV-24475300023,2020-01-10,5507,40593,3,375,15.75,1.12,0.29
INV-24486500017,2020-01-10,4596,40593,3,375,15.75,1.12,0.29
INV-24470500008,2020-01-10,5888,25604,3,375,15.75,1.12,0.29
INV-24468900019,2020-01-10,5561,25604,3,375,15.75,1.12,0.29
INV-24487200001,2020-01-10,4942,25604,3,375,15.75,1.12,0.29
INV-24496400013,2020-01-10,3963,36968,3,375,15.75,1.12,0.29
INV-24492000009,2020-01-10,4235,28206,1,750,16.5,0.75,0.19
INV-24476900019,2020-01-10,4377,19064,2,375,16.5,0.75,0.19
INV-24476900023,2020-01-10,4377,89194,2,375,16.5,0.75,0.19
INV-24467200021,2020-01-10,4375,19064,2,375,16.5,0.75,0.19
INV-24485800012,2020-01-10,5269,37055,1,750,16.5,0.75,0.19
INV-24484000025,2020-01-10,2569,31866,1,750,16.5,0.75,0.19
INV-24475900023,2020-01-10,4370,89194,2,375,16.5,0.75,0.19
INV-24485000096,2020-01-10,5236,69667,1,1000,16.5,1,0.26
INV-24491300072,2020-01-10,3818,69657,1,1000,16.5,1,0.26
INV-24479900045,2020-01-10,2228,69667,1,1000,16.5,1,0.26
INV-24482100030,2020-01-10,3679,69657,1,1000,16.5,1,0.26
INV-24489600012,2020-01-10,2550,20246,2,750,16.5,1.5,0.39
INV-24482100021,2020-01-10,3679,24458,1,1750,16.5,1.75,0.46
INV-24474200022,2020-01-10,4067,24458,1,1750,16.5,1.75,0.46
INV-24473300017,2020-01-10,5517,24458,1,1750,16.5,1.75,0.46
INV-24490500006,2020-01-10,4011,29997,3,1000,19.5,3,0.79
INV-24484500010,2020-01-10,2847,30058,2,1750,19.5,3.5,0.92
INV-24493800027,2020-01-10,3783,36668,2,1750,19.5,3.5,0.92
INV-24489600034,2020-01-10,2550,36875,2,1750,19.5,3.5,0.92
INV-24484000088,2020-01-10,2569,69946,1,750,19.5,0.75,0.19
INV-24473300028,2020-01-10,5517,73055,1,750,19.5,0.75,0.19
INV-24494800012,2020-01-10,4267,89197,1,1000,19.5,1,0.26
INV-24471400025,2020-01-10,2653,87409,1,1000,19.5,1,0.26
INV-24485900014,2020-01-10,5253,89197,1,1000,19.5,1,0.26
INV-24489700017,2020-01-10,4260,89197,1,1000,19.5,1,0.26
INV-24491000006,2020-01-10,4275,41704,2,750,19.5,1.5,0.39
INV-24493200053,2020-01-10,3514,41693,2,750,19.5,1.5,0.39
INV-24479500021,2020-01-10,4291,82866,2,750,19.5,1.5,0.39
INV-24486100017,2020-01-10,4346,82611,2,750,19.5,1.5,0.39
INV-24494600025,2020-01-10,3461,41696,2,750,19.5,1.5,0.39
INV-24483900069,2020-01-10,4180,82840,2,750,19.5,1.5,0.39
INV-24489600086,2020-01-10,2550,82826,2,750,19.5,1.5,0.39
INV-24491300043,2020-01-10,3818,41693,2,750,19.5,1.5,0.39
INV-24479500071,2020-01-10,4291,41698,2,750,19.5,1.5,0.39
INV-24493200059,2020-01-10,3514,52596,2,750,19.5,1.5,0.39
INV-24493200050,2020-01-10,3514,41704,2,750,19.5,1.5,0.39
INV-24487100043,2020-01-10,5600,41693,2,750,19.5,1.5,0.39
INV-24485000098,2020-01-10,5236,41693,2,750,19.5,1.5,0.39
INV-24471400016,2020-01-10,2653,82846,2,750,19.5,1.5,0.39
INV-24464200034,2020-01-10,4617,41693,2,750,19.5,1.5,0.39
INV-24474300011,2020-01-10,5252,82780,2,750,19.5,1.5,0.39
INV-24464200035,2020-01-10,4617,41704,2,750,19.5,1.5,0.39
INV-24468600031,2020-01-10,4107,41989,2,750,19.5,1.5,0.39
INV-24477700024,2020-01-10,2655,41989,2,750,19.5,1.5,0.39
INV-24484000094,2020-01-10,2569,82846,2,750,19.5,1.5,0.39
INV-24482500062,2020-01-10,3857,68306,2,750,19.5,1.5,0.39
INV-24479500020,2020-01-10,4291,82836,2,750,19.5,1.5,0.39
INV-24468600032,2020-01-10,4107,41604,2,750,19.5,1.5,0.39
INV-24479500070,2020-01-10,4291,41989,2,750,19.5,1.5,0.39
INV-24490500010,2020-01-10,4011,12856,2,750,19.5,1.5,0.39
INV-24479900059,2020-01-10,2228,41604,2,750,19.5,1.5,0.39
INV-24485900017,2020-01-10,5253,82780,2,750,19.5,1.5,0.39
INV-24467100032,2020-01-10,5425,82605,2,750,19.5,1.5,0.39
INV-24468000030,2020-01-10,4320,41704,2,750,19.5,1.5,0.39
INV-24476500018,2020-01-10,5245,82606,2,750,19.5,1.5,0.39
INV-24479500018,2020-01-10,4291,34690,2,750,19.5,1.5,0.39
INV-24487500011,2020-01-10,5466,52598,1,1750,19.5,1.75,0.46
INV-24483900058,2020-01-10,4180,52598,1,1750,19.5,1.75,0.46
INV-24486100029,2020-01-10,4346,41694,2,1000,22.5,2,0.52
INV-24495500028,2020-01-10,2445,41694,2,1000,22.5,2,0.52
INV-24494400021,2020-01-10,4324,41694,2,1000,22.5,2,0.52
INV-24494800007,2020-01-10,4267,41694,2,1000,22.5,2,0.52
INV-24467900046,2020-01-10,2612,84456,3,750,22.5,2.25,0.59
INV-24480100011,2020-01-10,4253,79336,3,750,22.5,2.25,0.59
INV-24482400012,2020-01-10,4289,84456,3,750,22.5,2.25,0.59
INV-24491800020,2020-01-10,2602,38086,3,750,22.5,2.25,0.59
INV-24465000003,2020-01-10,4678,78456,3,750,22.5,2.25,0.59
INV-24474800013,2020-01-10,3065,86563,3,750,22.5,2.25,0.59
INV-24493700016,2020-01-10,4319,78866,3,750,22.5,2.25,0.59
INV-24480100012,2020-01-10,4253,78866,3,750,22.5,2.25,0.59
INV-24474800015,2020-01-10,3065,26757,3,750,22.5,2.25,0.59
INV-24480900015,2020-01-10,2524,17127,3,1000,22.5,3,0.79
INV-24491800016,2020-01-10,2602,25877,3,1000,22.5,3,0.79
INV-24494400023,2020-01-10,4324,20247,3,1000,22.5,3,0.79
INV-24493200024,2020-01-10,3514,43848,2,1750,22.5,3.5,0.92
INV-24490900001,2020-01-10,4275,922042,1,750,22.5,0.75,0.19
INV-24476900017,2020-01-10,4377,26824,2,375,22.5,0.75,0.19
INV-24494800013,2020-01-10,4267,15940,1,750,22.5,0.75,0.19
INV-24495500017,2020-01-10,2445,26824,2,375,22.5,0.75,0.19
INV-24484000007,2020-01-10,2569,15940,1,750,22.5,0.75,0.19
INV-24496000016,2020-01-10,3728,26820,2,375,22.5,0.75,0.19
INV-24474700001,2020-01-10,5422,922042,1,750,22.5,0.75,0.19
INV-24496500120,2020-01-10,2613,35527,1,750,22.5,0.75,0.19
INV-24468500067,2020-01-10,2505,86698,2,375,22.5,0.75,0.19
INV-24484700001,2020-01-10,5333,922042,1,750,22.5,0.75,0.19
INV-24480700001,2020-01-10,2524,89796,1,750,22.5,0.75,0.19
INV-24468600034,2020-01-10,4107,15940,1,750,22.5,0.75,0.19
INV-24475100022,2020-01-10,4140,87402,5,200,22.5,1,0.26
INV-24490100018,2020-01-10,4271,89386,2,750,22.5,1.5,0.39
INV-24476300011,2020-01-10,4603,40594,2,750,22.5,1.5,0.39
INV-24467100035,2020-01-10,5425,25616,2,750,22.5,1.5,0.39
INV-24496400020,2020-01-10,3963,40193,2,750,22.5,1.5,0.39
INV-24486600008,2020-01-10,4273,36969,2,750,22.5,1.5,0.39
INV-24476900026,2020-01-10,4377,36969,2,750,22.5,1.5,0.39
INV-24464200038,2020-01-10,4617,40599,2,750,22.5,1.5,0.39
INV-24486600007,2020-01-10,4273,40071,2,750,22.5,1.5,0.39
INV-24475900003,2020-01-10,4370,36969,2,750,22.5,1.5,0.39
INV-24486600021,2020-01-10,4273,84211,2,750,22.5,1.5,0.39
INV-24473400003,2020-01-10,3403,100603,2,750,22.5,1.5,0.39
INV-24492300025,2020-01-10,5167,37986,2,750,22.5,1.5,0.39
INV-24496400019,2020-01-10,3963,39492,2,750,22.5,1.5,0.39
INV-24464200039,2020-01-10,4617,39492,2,750,22.5,1.5,0.39
INV-24476300010,2020-01-10,4603,36969,2,750,22.5,1.5,0.39
INV-24497700022,2020-01-10,2459,40289,2,750,22.5,1.5,0.39
INV-24491300053,2020-01-10,3818,43648,2,750,22.5,1.5,0.39
INV-24494600032,2020-01-10,3461,36618,2,750,22.5,1.5,0.39
INV-24468000023,2020-01-10,4320,84170,2,750,22.5,1.5,0.39
INV-24484000047,2020-01-10,2569,37988,1,1750,22.5,1.75,0.46
INV-24491300055,2020-01-10,3818,43120,1,1750,22.5,1.75,0.46
INV-24497700019,2020-01-10,2459,43128,1,1750,22.5,1.75,0.46
INV-24467100002,2020-01-10,5425,31473,1,1750,22.5,1.75,0.46
INV-24489600049,2020-01-10,2550,43128,1,1750,22.5,1.75,0.46
INV-24480300063,2020-01-10,2624,69631,3,50,22.5,0.15,0.03
INV-24488900015,2020-01-10,4482,65204,3,50,22.5,0.15,0.03
INV-24471600015,2020-01-10,5163,11299,3,200,22.5,0.6,0.15
